symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
SHOP,K2P 2L8,Technology,7000,"Shopify Inc., a commerce company, provides a commerce platform and services in Canada, the United States, the United Kingdom, Australia, Latin America, and internationally. The company's platform provides merchants to run their business in various sales channels, including web and mobile storefronts, physical retail locations, pop-up shops, social media storefronts, native mobile apps, buy buttons, and marketplaces; and enables to manage products and inventory, process orders and payments, fulfill and ship orders, new buyers and build customer relationships, source products, leverage analytics and reporting, and access financing. It also sells custom themes and apps, and registration of domain names. The company was formerly known as Jaded Pixel Technologies Inc. and changed its name to Shopify Inc. in November 2011. Shopify Inc. was incorporated in 2004 and is headquartered in Ottawa, Canada.",Ottawa,613 241 2828,ON,Canada,[],http://www.shopify.com,1,151 O'Connor Street,Software—Application,0.13797,0.63647,0.54217,536827008,0.567,0.12312999,531630016,1300,buy,1541520000,487217760,1700,1378.03,22.797,16.553,0.03477,32,1703.52,10.64,0.33255002,2000,7755386880,1076795008,3853241088,62.161,USD,31.421,15.586,2.1,NYQ,Shopify Inc.,Shopify Inc.,America/New_York,EDT,False,-14400000,EQUITY,finmb_84159238,us_market,,46.248,,335.204,,,4.99,,112832000,,,,73.531,1575800,0.0126,,1609372800,0.7066,2452477952,12.788,,,18.740805,0.00287,1672444800,,1625011200,1.12,1625011200,112958323,1.450779,178204606464,2,,,,,,,23.421,44.10851,1627603200,7.54,,276.15833,,0.024400001,1690427,,,,1398.5,1417.78,1352.9772,,0,,1429,,902242,1398.5,1458.2542,,1417.78,,902242,,,,,,,1372.3572,USD,107.75962,886392,,,,169960718336,,,997192,1372.3572,1380,1800,886392,1650,,,875,1372,False,,1400,1429,1378.03,https://logo.clearbit.com/shopify.com,Ground floor,,,,,7e0e6171-361a-368a-bdf8-43969340dbb4
TSM,300-78,Technology,,"Taiwan Semiconductor Manufacturing Company Limited manufactures and sells integrated circuits and semiconductors. It also offers customer service, account management, and engineering services. The company serves customers in computer, communications, consumer, and industrial and standard segments in North America, Europe, Japan, China, and South Korea. Taiwan Semiconductor Manufacturing Company Limited was founded in 1987 and is headquartered in HsinChu, Taiwan.",Hsinchu City,886 3 563 6688,,Taiwan,[],http://www.tsmc.com,1,Hsinchu Science Park,Semiconductors,0.68267,0.38149,0.52436,,0.198,0.41559,991590809600,105,buy,711146502000,,139,110.04,0.112,1.883,0.13617,8,141.54,20.744,0.2984,204,870840008704,413639999488,1452514476032,167.921,TWD,280.08,1.62,2,NYQ,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,America/New_York,EDT,False,-14400000,EQUITY,finmb_380075,us_market,,0.101,,0.147,,,4.55,,5186079744,,,,373.875,17928461,0.0034999999,,1609372800,0.17504999,554125950976,3.725,,,0.29432297,6.0000002e-05,1672444800,,1625011200,2.03,1625011200,4835633840,0.997789,146242961408,2,,1247616000,1005:1000,,,,0.112,0.3928885,1627603200,3.3,,24.184614,,,14961892,,,,110.83,110.98,116.82892,0.09248398,0.48619998,,111.07,,6973628,110.83,116.695,10.25,110.98,,6973628,,,1.78,1623888000,,,109.51,USD,29.540941,5068721,,,,570676215808,,,7919123,109.51,110.3,1000,5068721,142.2,,2.91,83.16,109.98,False,0.0153,800,111.07,110.04,https://logo.clearbit.com/tsmc.com,"No. 8, Li-Hsin Road 6",886 3 563 7000,,,,a22510a4-756f-3424-8b07-71b132611395
MDT,2,Healthcare,90000,"Medtronic plc develops, manufactures, distributes, and sells device-based medical therapies to hospitals, physicians, clinicians, and patients worldwide. It operates through four segments: Cardiovascular Portfolio, Neuroscience Portfolio, Medical Surgical Portfolio, and Diabetes Operating Unit. The Cardiovascular Portfolio segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; AF ablation products; insertable cardiac monitor systems; mechanical circulatory support; TYRX products; and remote monitoring and patient-centered software. It also provides aortic valves; percutaneous coronary intervention stents, surgical valve replacement and repair products, endovascular stent grafts, percutaneous angioplasty balloons, and products to treat superficial venous diseases in the lower extremities. The Medical Surgical Portfolio segment offers surgical products, including surgical stapling devices, vessel sealing instruments, wound closure, electrosurgery products, surgical artificial intelligence and robotic-assisted surgery products, hernia mechanical devices, mesh implants, gynecology and lung products, and various therapies to treat diseases. The Neuroscience Portfolio segment offers products for spinal surgeons; neurosurgeons; neurologists; pain management specialists; anesthesiologists; orthopedic surgeons; urologists; urogynecologists; interventional radiologists; ear, nose, and throat specialists; and systems that incorporate energy surgical instruments. It also provides image-guided surgery and intra-operative imaging systems and robotic guidance systems used in robot assisted spine procedures; and therapies for vasculature in and around the brain. The Diabetes Operating Unit segment offers insulin pumps and consumables, and continuous glucose monitoring systems. The company was founded in 1949 and is headquartered in Dublin, Ireland.",Dublin,353 1 438 1700,,Ireland,[],http://www.medtronic.com,1,20 On Hatch,Medical Devices,0.28974,0.12286,0.66953003,7254000128,0.227,0.20416,9155000320,129,buy,19762000000,5276000256,148,125.27,0.556,2.889,0.043420002,27,145.56,50.255,0.07655,155,10595000320,25963999232,31597000704,7.873,USD,23.483,2.064,1.9,NYQ,Medtronic plc.,Medtronic plc,America/New_York,EDT,True,-14400000,EQUITY,finmb_31348,us_market,,6.016,,20.764,,,6.29,,1345400064,,,,38.225,10620070,0.007900001,,1619740800,0.83219004,3881999872,2.66,,,3.2771747,0.00229,1682812800,,1627603200,2.58,1627603200,1343818176,0.813864,190098554880,2,,938390400,2:1,,,,0.567,5.3866854,1630368000,1.74,,19.91574,,0.007900001,11102082,,,,126.83,127,127.03122,0.018292202,0.8287,,127.26,,4275042,126.83,130.29411,2.32,127,,4275042,,,2.52,1632355200,,,125.06,USD,47.093983,3848237,,,,170203103232,,,3848839,125.06,125.13,800,3848237,135.89,,2.08,98.94,123,False,0.0194,1000,127.26,125.27,https://logo.clearbit.com/medtronic.com,Lower Hatch Street,,,,,c9b9ae1b-4267-324d-8899-95d8371bbb3b
CRM,94105,Technology,59895,"salesforce.com, inc. develops enterprise cloud computing solutions with a focus on customer relationship management worldwide. The company offers Sales Cloud to store data, monitor leads and progress, forecast opportunities, and gain insights through analytics and relationship intelligence, as well as deliver quotes, contracts, and invoices. It also provides Service Cloud, which enables companies to deliver personalized customer service and support, as well as a field service solution that enables companies to connect agents, dispatchers, and mobile employees through a centralized platform, which helps to schedule and dispatch work, and track and manage jobs in real-time. In addition, the company offers Marketing Cloud to plan, personalize, and optimize one-to-one customer marketing interactions; and Commerce Cloud, which enables companies to enhance engagement, conversion, revenue, and loyalty from their customers. Further, it provides Customer 360 Platform that offers no-code to pro-code Platform-as-a-Service tools for building, securing, integrating, and managing the business apps; MuleSoft Anypoint Platform enables customers to connect any system, application, data, or device; Quip collaboration platform, which combines documents, spreadsheets, apps, and chat with live CRM data; and Tableau and Einstein Analytics, provides analytical technology to customers. Additionally, the company offers various solutions for financial services, healthcare and life sciences, manufacturing, consumer goods, government, and philanthropy. The company also provides professional services and education services, including instructor-led and online courses; and support and adoption programs. It provides its services through direct sales; and consulting firms, systems integrators, and other partners. Salesforce and Siemens has a strategic partnership. The company was founded in 1999 and is headquartered in San Francisco, California.",San Francisco,415 901 7000,CA,United States,[],http://www.salesforce.com,1,Salesforce Tower,Software—Application,0.15553,0.19875,0.74322,6169999872,0.226,0.04246,3476000000,211.86,buy,15814000000,8204250112,300,272.48,3.545,1.334,0.01001,43,297.39,14.76,0.11517999,350,15022999552,6282999808,22350000128,16.224,USD,24.446,1.188,1.9,NYQ,Salesforce.com Inc,"salesforce.com, inc.",America/New_York,EDT,True,-14400000,EQUITY,finmb_122917,us_market,,9.629,,61.911,,,4.15,,922233024,,,,45.15,22712479,0.024500001,,1612051200,0.79046,4441999872,4.38,,,6.0349946,0.03612,1675123200,,1619740800,3.63,1619740800,892775120,1.091304,215203840000,2,,1366243200,4:1,,,,3.737,11.243403,1622160000,5.79,,65.65783,,0.0254,22624599,,,,274.58,275.54,242.2292,,0,,276.92,,4746614,274.58,266.15265,,275.54,,4746614,,,,,,,272.27,USD,62.210045,2683286,,,,251290058752,,,6151915,272.27,272.48,800,2683286,286.36,,,201.51,272.45,False,,1000,276.92,272.48,https://logo.clearbit.com/salesforce.com,3rd Floor 415 Mission Street,415 901 7040,,,,01d3fcca-fdd3-37b7-b601-1bfd3a695ce7
XOM,75039-2298,Energy,72000,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States and internationally. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and manufactures and sells petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2020, it had approximately 22,239 net operated wells with proved reserves. The company was founded in 1870 and is based in Irving, Texas.",Irving,972-940-6000,TX,United States,[],http://corporate.exxonmobil.com,1,5959 Las Colinas Boulevard,Oil & Gas Integrated,0.113249995,-0.061750002,0.31561002,27307999232,1.04,0.02937,24448999424,40,hold,57157000000,13676125184,65.7,62.18,,0.849,0.01134,28,66.25,36.611,-0.07788,90,3464999936,60612001792,215878991872,0.818,USD,50.522,0.514,2.7,NYQ,Exxon Mobil Corporation,Exxon Mobil Corporation,America/New_York,EDT,True,-14400000,EQUITY,finmb_406338,us_market,,1.404,,12.393,,,4.49,,4233540096,,,,37.079,41211862,0.0097,,1609372800,0.53446,-13329999872,-4.471,,,1.6769601,0.00117,1672444800,,1625011200,2.23,1627603200,4224545428,1.419759,302989606912,2,,995500800,2:1,,,,,1.219394,1630368000,12.9,,13.848553,,0.0097,33224876,,,,60.66,61.25,58.391872,0.05736894,,,62.415,,26606857,60.66,56.657646,3.48,61.25,,26606857,,,3.48,1628726400,,,61.25,USD,,21631373,,,,263241531392,,,21253157,61.25,62.23,3000,21631373,64.93,,5.18,31.11,62.15,False,0.0638,3000,62.415,62.18,https://logo.clearbit.com/corporate.exxonmobil.com,,972-940-6143,,,,623c29c3-4307-34c2-840f-d89284dd4857
ADI,01887,Technology,15900,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems that leverage analog, mixed-signal, and digital signal processing technologies. The company offers data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; high-performance amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure. It also provides power management and reference products for power management and conversion applications in the automotive, communications, industrial, and high-end consumer markets; and microelectromechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes to sense rotation, and inertial measurement units to sense multiple degrees of freedom, as well as isolators. In addition, the company offers digital signal processing and system products for high-speed numeric calculations. The company serves clients in the industrial, automotive, consumer, and communications markets through a direct sales force, third-party distributors, and independent sales representatives in the United States, the rest of North and South America, Europe, Japan, China, and rest of Asia, as well as through its Website. Analog Devices, Inc. has a strategic agreement with BraveHeart Wireless Inc. to collaborate on a remote patient monitoring system. The company was founded in 1965 and is headquartered in Wilmington, Massachusetts.",Wilmington,781 935 5565,MA,United States,[],http://www.analog.com,1,One Analog Way,Semiconductors,0.45013002,0.26153,0.68044,2466942976,0.208,0.32747,2928112896,165,buy,3690478000,2059701120,193.5,168.62,0.392,1.106,0.06158,22,191,43.466,0.14152999,210,1480701056,5330696192,6505013248,4.021,USD,17.631,0.825,1.8,NMS,"Analog Devices, Inc.","Analog Devices, Inc.",America/New_York,EDT,True,-14400000,EQUITY,finmb_251411,us_market,,10.446,,23.206,,,6.96,,368827008,,,,32.989,12488061,0.0232,,1604102400,0.70572996,1701261056,4.19,,,5.111401,0.00215,1667174400,,1627689600,2.22,1627603200,366719391,1.213973,67948748800,2,,953164800,2:1,,,,0.388,9.560566,1630368000,1.59,,24.22701,,0.0233,42427238,,,,166.98,168.48,163.64008,0.015690502,0.5733,,168.95,,3531485,166.98,168.61853,2.62,168.48,,3531485,,,2.76,1629936000,,,166.68,USD,40.243435,3145920,,,,62191607808,,,4622598,166.68,172.75,800,3145920,178.84,,1.98,115.64,166.56,False,0.0159,800,168.95,168.62,https://logo.clearbit.com/analog.com,,,,,,d98d9168-137c-3f9c-afb4-adc56ba055f1
UPS,30328,Industrials,540000,"United Parcel Service, Inc. provides letter and package delivery, transportation, logistics, and financial services. It operates through three segments: U.S. Domestic Package, International Package, and Supply Chain & Freight. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options. The Supply Chain & Freight segment provides international air and ocean freight forwarding, customs brokerage, distribution and post-sales, and mail and consulting services in approximately 200 countries and territories; and less-than-truckload and truckload services to customers in North America. This segment also offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industry; shipping, visibility, and billing technologies; and financial and insurance services. The company operates a fleet of approximately 127,000 package cars, vans, tractors, and motorcycles; and owns 58,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",Atlanta,404 828 6000,GA,United States,[],http://www.ups.com,1,"55 Glenlake Parkway, N.E.",Integrated Freight & Logistics,0.1113,0.06573,0.19466999,12965999616,0.145,0.08048,10291999744,130,buy,11490000000,3612875008,222.5,183.49,0.502,1.394,0.07329,28,217.5,242.062,0.79984003,250,9953999872,26196000768,92466003968,11.428,USD,106.1,1.294,2.3,NYQ,"United Parcel Service, Inc.","United Parcel Service, Inc.",America/New_York,EDT,True,-14400000,EQUITY,finmb_238570,us_market,,1.947,,17.492,,,11.55,,723316992,,,,8.215,7456958,0.0086,,1609372800,0.70351,6078000128,5.922,,,22.335972,8.0000005e-05,1672444800,,1625011200,3.24,1628812800,727956144,1.054039,180032372736,2,,,,,,,0.514,1.7391742,1631664000,1.11,,15.88658,,0.010199999,9242617,,,,181.6,180.7,196.55777,0.022301763,0.5876,,184.5,,2762985,181.6,189.57529,4.05,180.7,,2762985,,,4.08,1629417600,,,179.68,USD,30.984467,2733065,,,,160814497792,,,2708682,179.68,184.23,800,2733065,219.59,,3,154.76,184.09,False,0.0217,800,184.5,183.49,https://logo.clearbit.com/ups.com,,,,,,0e60ac85-bc39-31e2-a1d6-6a048ff164da
SAP,69190,Technology,103142,"SAP SE operates as an enterprise application software company worldwide. The company operates through four segments: Applications, Technology & Support; Concur; Qualtrics; and Services. It offers SAP S/4HANA, an enterprise resource planning suite for intelligent technologies; SAP Integrated Business Planning for Supply Chain, a cloud-based solution that delivers real-time supply chain planning capabilities; SAP Intelligent Asset Management, a solution that helps to define, plan, and monitor service and maintenance strategy; SAP SuccessFactors Human Experience Management Suite, a cloud software that helps to develop, manage, and engage people; SAP Ariba, a digital business-to-business marketplace; SAP Concur, a travel and expense management software; and SAP Fieldglass, a cloud application for services procurement and contingent workforce management. The company also provides SAP solutions for enterprise information management that offers capabilities to understand, integrate, cleanse, manage, associate, and archive data; SAP HANA and SAP HANA Cloud, which enables businesses to process and analyze live data; SAP Analytics Cloud, a cloud analytics solution; SAP BusinessObjects Business Intelligence, a suite of flexible and scalable self-service BI tools; SAP Data Warehouse Cloud, a cloud data warehouse solution for business and IT users; and SAP BW/4HANA, an on-premise data warehouse solution. In addition, it offers SAP Integration Suite that help customers with holistic integration, and API-based and event-based integrations; SAP Extension Suite that provides ready-to-use services to accelerate and develop application extensions; SAP Internet of Things, a cloud solution that generates business outcomes; and SAP Intelligent Robotic Process Automation, a software robot to mimic human actions and responses. SAP SE was founded in 1972 and is headquartered in Walldorf, Germany.",Walldorf,49 6227 7 47474,,Germany,[],http://www.sap.com,1,Dietmar-Hopp-Allee 16,Software—Application,0.27292,0.19771999,0.71599,7295000064,-0.027,0.23214,7414000128,122.81,buy,19453000000,7123624960,155.76,135.44,0.294,1.196,0.060900003,10,154.77,48.694,0.16895,178.72,11745000448,16963000320,27164999680,9.953,EUR,23.036,1.111,2.3,NYQ,SAP  SE,SAP SE,America/New_York,EDT,False,-14400000,EQUITY,finmb_126475,us_market,,6.178,,22.636,,,6.23,,1179580032,,,,28.439,2679247,0.0023,,1609372800,0.04202,5370999808,5.49,,,4.762474,0,1672444800,,1617148800,2.55,1615766400,1043202600,0.968992,167825604608,2,,901584000,4:1,,,,0.278,5.8467298,1618444800,2.32,,21.739967,,,3902158,,,,135.66,136.74,141.05382,0.013637033,0.3432,,136.75,,556642,135.66,143.25294,1.85,136.74,,556642,,,2.19,1620864000,,,135.36,USD,24.670311,495035,,,,158826414080,,,557876,135.36,139.53,800,495035,159.46,,1.38,104.64,135,False,0.016,900,136.75,135.44,https://logo.clearbit.com/sap.com,,49 6227 7 57575,,,,999bc6b1-8351-3be8-97d2-6f559ba408ae
NTES,310052,Communication Services,28239,"NetEase, Inc. provides online services focusing on gaming, communication, and commerce in the Peoples' Republic of China and internationally. The company operates in three segments: Online Games Services, Youdao, and Innovative Businesses and Others. It develops and operates PC and mobile games, as well as offers games licensed from other game developers. The company's products and services include Youdao Dictionary, an online knowledge tool; smart devices, such as Youdao Smart Pen, Youdao Dictionary Pen, Youdao Pocket Translator, and Youdao Cloud Pen; online courses; interactive learning apps; and enterprise services, such as Youdao Smart Cloud, a cloud-based platform that helps third-party app developers, smart device brands, and manufacturers to access its optical character recognition capability and neural machine translation engine. Its products and services also include NetEase Cloud Music, a music streaming platform; Yanxuan, an e-commerce platform, which sells private label products, including consumer electronics, food, apparel, homeware, kitchenware, and other general merchandise; NetEase Media, an internet media platform; NetEase Mail, an email service; NetEase CC Live streaming, a live streaming platform with a focus on game broadcasting; and NetEase Pay, a payment platform. The company was formerly known as NetEase.com, Inc. and changed its name to NetEase, Inc. in March 2012. NetEase, Inc. was founded in 1997 and is headquartered in Hangzhou, the People's Republic of China.",Hangzhou,86 571 8985 3378,,China,[],http://ir.netease.com,1,NetEase Building,Internet Content & Information,0.2193,0.15045,0.52926,23880687616,0.129,0.17513001,17425561600,96.74,buy,38983402000,15133119488,126.16,96.32,-0.239,2.134,0.05817,28,124.79,28.343,0.11956,144.61,100882931712,27921862656,79461670912,150.684,CNY,118.198,1.938,1.7,NMS,"NetEase, Inc.","NetEase, Inc.",America/New_York,EDT,False,-14400000,EQUITY,finmb_416512,us_market,,-0.047,,-0.212,,,4.95,,670980992,,,,127.934,7517693,0.0112,,1609372800,0.37756002,11954847744,2.96,,,0.7528882,0.013200001,1672444800,,1625011200,1.91,1627603200,361651266,0.414847,-3701426944,2,,1601596800,5:1,,,,-0.22,0.8208289,1630368000,46.33,,19.458586,,,6024825,,,,96.06,95.74,101.65374,0.056641683,0.3234,,97.36,,5225085,96.06,87.77912,5.441,95.74,,5225085,,,0.8,1631491200,,,94.885,USD,32.54054,6592454,,,,65224437760,,,4128025,94.885,97.74,1200,6592454,134.33,,1.15,77.97,96.29,False,0.0094,900,97.36,96.32,https://logo.clearbit.com/ir.netease.com,No. 599 Wangshang Road Binjiang District,,,,,58199f0d-f7ac-3a35-abfd-51f06c58c423
ORCL,78741,Technology,132000,"Oracle Corporation provides products and services that address enterprise information technology environments worldwide. Its Oracle cloud software as a service offering include various cloud software applications, including Oracle Fusion cloud enterprise resource planning (ERP), Oracle Fusion cloud enterprise performance management, Oracle Fusion cloud supply chain and manufacturing management, Oracle Fusion cloud human capital management, Oracle Fusion cloud advertising and customer experience, and NetSuite applications suite. The company also offers cloud-based industry solutions for various industries; Oracle application licenses; and Oracle license support services. In addition, it provides cloud and license business' infrastructure technologies, such as the Oracle Database, an enterprise database; Java, a software development language; and middleware, including development tools and others. The company's cloud and license business' infrastructure technologies also comprise cloud-based compute, storage, and networking capabilities through its Oracle cloud infrastructure as a service offerings. Further, it offers infrastructure offerings comprising Oracle autonomous data warehouse cloud service, Oracle autonomous transaction processing cloud service, Internet-of-Things, digital assistant, and blockchain. Additionally, the company provides hardware products and other hardware-related software offerings, including Oracle engineered systems, enterprise servers, storage solutions, industry-specific hardware, virtualization software, operating systems, management software, and related hardware services; and consulting services. The company markets and sells its cloud, license, hardware, support, and services offerings directly to businesses in various industries, government agencies, and educational institutions, as well as through indirect channels. Oracle Corporation was founded in 1977 and is headquartered in Austin, Texas.",Austin,737-867-1000,TX,United States,[],http://www.oracle.com,1,2300 Oracle Way,Software—Infrastructure,0.44361,0.34162998,0.8022,15324999680,0.039,0.38528,18116999168,59,hold,32624000000,10936500224,82.5,94.39,0.194,2.042,0.083179995,22,82.9,,3.0970001,113,39310000128,82717999104,40839999488,14.356,USD,14.195,1.898,2.9,NYQ,Oracle Corporation,Oracle Corporation,America/New_York,EDT,True,-14400000,EQUITY,finmb_22247,us_market,,7.191,,16.21,,,5.12,,2792000000,,,,1.861,33794997,0.0123000005,,1622419200,0.47168,13952000000,4.55,,,50.720043,0.41915,1685491200,,1630368000,3.58,1628812800,1590252218,0.795851,293677826048,2,,971395200,2:1,,,,0.092,6.452911,1631664000,1.74,,18.435547,,0.0212,35741564,,,,91.99,92.38,83.097984,0.011305576,0.23879999,,95.02,,11743142,91.99,89.29647,1.04,92.38,,11743142,,,1.28,1633651200,,,92.11,USD,20.745054,12820878,,,,263536885760,,,10988820,92.11,94.3,800,12820878,95.02,,1.55,55.14,94.2,False,0.0139999995,900,95.02,94.39,https://logo.clearbit.com/oracle.com,,,,,,238bd614-c63c-3123-8e2f-66b49fcfafed
